id,file_name,duration,language
5059,azz_noticiero-14-06-2022_124250.0-125220.0,0 s,azz
5060,azz_noticiero-14-06-2022_135740.0-137330.0,1 s,azz
5061,azz_noticiero-14-06-2022_137330.0-138790.0,1 s,azz
5062,azz_noticiero-14-06-2022_1408000.0-1409820.0,1 s,azz
5063,azz_noticiero-14-06-2022_1409820.0-1411760.0,1 s,azz
5064,azz_noticiero-14-06-2022_1411760.0-1413280.0,1 s,azz
5065,azz_noticiero-14-06-2022_1413280.0-1413870.0,0 s,azz
5066,azz_noticiero-14-06-2022_1413870.0-1416090.0,2 s,azz
5067,azz_noticiero-14-06-2022_1416090.0-1417580.0,1 s,azz
5068,azz_noticiero-14-06-2022_1417580.0-1419540.0,1 s,azz
5069,azz_noticiero-14-06-2022_143850.0-144970.0,1 s,azz
5070,azz_noticiero-14-06-2022_1449010.0-1451060.0,2 s,azz
5071,azz_noticiero-14-06-2022_144970.0-146250.0,1 s,azz
5072,azz_noticiero-14-06-2022_146250.0-148250.0,2 s,azz
5073,azz_noticiero-14-06-2022_148250.0-148790.0,0 s,azz
5074,azz_noticiero-14-06-2022_148790.0-149360.0,0 s,azz
5075,azz_noticiero-14-06-2022_149360.0-151230.0,1 s,azz
5076,azz_noticiero-14-06-2022_154770.0-156500.0,1 s,azz
5077,azz_noticiero-14-06-2022_156500.0-158560.0,2 s,azz
5078,azz_noticiero-14-06-2022_161100.0-161990.0,0 s,azz
5079,azz_noticiero-14-06-2022_161990.0-163300.0,1 s,azz
5080,azz_noticiero-14-06-2022_163900.0-164840.0,0 s,azz
5081,azz_noticiero-14-06-2022_164840.0-165460.0,0 s,azz
5082,azz_noticiero-14-06-2022_165460.0-166060.0,0 s,azz
5083,azz_noticiero-14-06-2022_166870.0-168000.0,1 s,azz
5084,azz_noticiero-14-06-2022_168000.0-168500.0,0 s,azz
5085,azz_noticiero-14-06-2022_168500.0-169250.0,0 s,azz
5086,azz_noticiero-14-06-2022_169250.0-170480.0,1 s,azz
5087,azz_noticiero-14-06-2022_170480.0-172620.0,2 s,azz
5088,azz_noticiero-14-06-2022_176960.0-179670.0,2 s,azz
5089,azz_noticiero-14-06-2022_179670.0-181260.0,1 s,azz
5090,azz_noticiero-14-06-2022_181260.0-182660.0,1 s,azz
5091,azz_noticiero-14-06-2022_182660.0-183340.0,0 s,azz
5092,azz_noticiero-14-06-2022_183340.0-185110.0,1 s,azz
5093,azz_noticiero-14-06-2022_185110.0-186580.0,1 s,azz
5094,azz_noticiero-14-06-2022_186580.0-189390.0,2 s,azz
5095,azz_noticiero-14-06-2022_189390.0-190790.0,1 s,azz
5096,azz_noticiero-14-06-2022_190790.0-191700.0,0 s,azz
5097,azz_noticiero-14-06-2022_242610.0-244710.0,2 s,azz
5098,azz_noticiero-14-06-2022_244710.0-246430.0,1 s,azz
5099,azz_noticiero-14-06-2022_246430.0-248250.0,1 s,azz
5100,azz_noticiero-14-06-2022_249580.0-251280.0,1 s,azz
5101,azz_noticiero-14-06-2022_251280.0-253090.0,1 s,azz
5102,azz_noticiero-14-06-2022_253090.0-255570.0,2 s,azz
5103,azz_noticiero-14-06-2022_255570.0-256649.99999999997,1 s,azz
5104,azz_noticiero-14-06-2022_256649.99999999997-260200.0,3 s,azz
5105,azz_noticiero-14-06-2022_260200.0-261880.0,1 s,azz
5106,azz_noticiero-14-06-2022_261880.0-263530.0,1 s,azz
5107,azz_noticiero-14-06-2022_263530.0-264810.0,1 s,azz
5108,azz_noticiero-14-06-2022_264810.0-266140.0,1 s,azz
5109,azz_noticiero-14-06-2022_266140.0-267730.0,1 s,azz
5110,azz_noticiero-14-06-2022_267730.0-270730.0,3 s,azz
5111,azz_noticiero-14-06-2022_270730.0-271860.0,1 s,azz
5112,azz_noticiero-14-06-2022_271860.0-273660.0,1 s,azz
5113,azz_noticiero-14-06-2022_273660.0-276350.0,2 s,azz
5114,azz_noticiero-14-06-2022_276350.0-277530.0,1 s,azz
5115,azz_noticiero-14-06-2022_277530.0-279080.0,1 s,azz
5116,azz_noticiero-14-06-2022_279080.0-282570.0,3 s,azz
5117,azz_noticiero-14-06-2022_289340.0-294570.0,5 s,azz
5118,azz_noticiero-14-06-2022_294570.0-295990.0,1 s,azz
5119,azz_noticiero-14-06-2022_295990.0-297320.0,1 s,azz
5120,azz_noticiero-14-06-2022_297320.0-299200.0,1 s,azz
5121,azz_noticiero-14-06-2022_299200.0-304770.0,5 s,azz
5122,azz_noticiero-14-06-2022_304770.0-306300.0,1 s,azz
5123,azz_noticiero-14-06-2022_306300.0-316480.0,10 s,azz
5124,azz_noticiero-14-06-2022_316480.0-317760.0,1 s,azz
5125,azz_noticiero-14-06-2022_317760.0-319450.0,1 s,azz
5126,azz_noticiero-14-06-2022_319450.0-321590.0,2 s,azz
5127,azz_noticiero-14-06-2022_321590.0-323820.0,2 s,azz
5128,azz_noticiero-14-06-2022_323820.0-325240.0,1 s,azz
5129,azz_noticiero-14-06-2022_325240.0-326270.0,1 s,azz
5130,azz_noticiero-14-06-2022_327100.0-328810.0,1 s,azz
5131,azz_noticiero-14-06-2022_328810.0-329860.0,1 s,azz
5132,azz_noticiero-14-06-2022_330370.0-332850.0,2 s,azz
5133,azz_noticiero-14-06-2022_332850.0-333910.0,1 s,azz
5134,azz_noticiero-14-06-2022_333910.0-335860.0,1 s,azz
5135,azz_noticiero-14-06-2022_335860.0-337730.0,1 s,azz
5136,azz_noticiero-14-06-2022_337730.0-340440.0,2 s,azz
5137,azz_noticiero-14-06-2022_340440.0-342740.0,2 s,azz
5138,azz_noticiero-14-06-2022_39140.0-44070.0,4 s,azz
5139,azz_noticiero-14-06-2022_44070.0-45240.0,1 s,azz
5140,azz_noticiero-14-06-2022_45240.0-46700.0,1 s,azz
5141,azz_noticiero-14-06-2022_46700.0-47630.0,0 s,azz
5142,azz_noticiero-14-06-2022_47630.0-52770.0,5 s,azz
5143,azz_noticiero-14-06-2022_498860.0-502880.0,4 s,azz
5144,azz_noticiero-14-06-2022_502880.0-505510.0,2 s,azz
5145,azz_noticiero-14-06-2022_505510.0-507130.0,1 s,azz
5146,azz_noticiero-14-06-2022_507640.0-509420.0,1 s,azz
5147,azz_noticiero-14-06-2022_509420.0-510740.0,1 s,azz
5148,azz_noticiero-14-06-2022_510740.0-512929.99999999994,2 s,azz
5149,azz_noticiero-14-06-2022_512929.99999999994-515440.00000000006,2 s,azz
5150,azz_noticiero-14-06-2022_515440.00000000006-516890.0,1 s,azz
5151,azz_noticiero-14-06-2022_516890.0-518400.0,1 s,azz
5152,azz_noticiero-14-06-2022_518400.0-520530.0,2 s,azz
5153,azz_noticiero-14-06-2022_520530.0-521880.0,1 s,azz
5154,azz_noticiero-14-06-2022_521880.0-522909.0,1 s,azz
5155,azz_noticiero-14-06-2022_522909.0-524130.0,1 s,azz
5156,azz_noticiero-14-06-2022_524130.0-526180.0,2 s,azz
5157,azz_noticiero-14-06-2022_526180.0-527930.0,1 s,azz
5158,azz_noticiero-14-06-2022_52770.0-55210.0,2 s,azz
5159,azz_noticiero-14-06-2022_527930.0-529090.0,1 s,azz
5160,azz_noticiero-14-06-2022_529090.0-530460.0,1 s,azz
5161,azz_noticiero-14-06-2022_530460.0-531660.0,1 s,azz
5162,azz_noticiero-14-06-2022_531660.0-532550.0,0 s,azz
5163,azz_noticiero-14-06-2022_532550.0-533230.0,0 s,azz
5164,azz_noticiero-14-06-2022_533230.0-534230.0,1 s,azz
5165,azz_noticiero-14-06-2022_534230.0-535490.0,1 s,azz
5166,azz_noticiero-14-06-2022_535490.0-538640.0,3 s,azz
5167,azz_noticiero-14-06-2022_543580.0-545080.0,1 s,azz
5168,azz_noticiero-14-06-2022_545080.0-546420.0,1 s,azz
5169,azz_noticiero-14-06-2022_546420.0-549540.0,3 s,azz
5170,azz_noticiero-14-06-2022_550310.0-552480.0,2 s,azz
5171,azz_noticiero-14-06-2022_55210.0-56550.0,1 s,azz
5172,azz_noticiero-14-06-2022_554040.0-556410.0,2 s,azz
5173,azz_noticiero-14-06-2022_556410.0-558230.0,1 s,azz
5174,azz_noticiero-14-06-2022_558230.0-559270.0,1 s,azz
5175,azz_noticiero-14-06-2022_559270.0-560840.0,1 s,azz
5176,azz_noticiero-14-06-2022_560840.0-562800.0,1 s,azz
5177,azz_noticiero-14-06-2022_563700.0-565470.0,1 s,azz
5178,azz_noticiero-14-06-2022_565470.0-566880.0,1 s,azz
5179,azz_noticiero-14-06-2022_56550.0-57490.0,0 s,azz
5180,azz_noticiero-14-06-2022_566880.0-570430.0,3 s,azz
5181,azz_noticiero-14-06-2022_570430.0-571740.0,1 s,azz
5182,azz_noticiero-14-06-2022_572740.0-573890.0,1 s,azz
5183,azz_noticiero-14-06-2022_573890.0-575880.0,1 s,azz
5184,azz_noticiero-14-06-2022_57490.0-61110.0,3 s,azz
5185,azz_noticiero-14-06-2022_575880.0-577080.0,1 s,azz
5186,azz_noticiero-14-06-2022_577080.0-580260.0,3 s,azz
5187,azz_noticiero-14-06-2022_580260.0-582490.0,2 s,azz
5188,azz_noticiero-14-06-2022_582490.0-584200.0,1 s,azz
5189,azz_noticiero-14-06-2022_584200.0-585250.0,1 s,azz
5190,azz_noticiero-14-06-2022_585250.0-586810.0,1 s,azz
5191,azz_noticiero-14-06-2022_587380.0-589020.0,1 s,azz
5192,azz_noticiero-14-06-2022_593230.0-594860.0,1 s,azz
5193,azz_noticiero-14-06-2022_594860.0-597320.0,2 s,azz
5194,azz_noticiero-14-06-2022_597320.0-598940.0,1 s,azz
5195,azz_noticiero-14-06-2022_598940.0-600700.0,1 s,azz
5196,azz_noticiero-14-06-2022_600700.0-602690.0,1 s,azz
5197,azz_noticiero-14-06-2022_602690.0-604610.0,1 s,azz
5198,azz_noticiero-14-06-2022_604610.0-606180.0,1 s,azz
5199,azz_noticiero-14-06-2022_662590.0-665840.0,3 s,azz
5200,azz_noticiero-14-06-2022_665840.0-667950.0,2 s,azz
5201,azz_noticiero-14-06-2022_667950.0-670350.0,2 s,azz
5202,azz_noticiero-14-06-2022_670350.0-671760.0,1 s,azz
5203,azz_noticiero-14-06-2022_671760.0-673360.0,1 s,azz
5204,azz_noticiero-14-06-2022_673890.0-677440.0,3 s,azz
5205,azz_noticiero-14-06-2022_677440.0-678670.0,1 s,azz
5206,azz_noticiero-14-06-2022_678670.0-680240.0,1 s,azz
5207,azz_noticiero-14-06-2022_680240.0-681890.0,1 s,azz
5208,azz_noticiero-14-06-2022_681890.0-685520.0,3 s,azz
5209,azz_noticiero-14-06-2022_685520.0-686770.0,1 s,azz
5210,azz_noticiero-14-06-2022_686770.0-692590.0,5 s,azz
5211,azz_noticiero-14-06-2022_701490.0-702970.0,1 s,azz
5212,azz_noticiero-14-06-2022_702970.0-706660.0,3 s,azz
5213,azz_noticiero-14-06-2022_706660.0-708330.0,1 s,azz
5214,azz_noticiero-14-06-2022_708330.0-708900.0,0 s,azz
5215,azz_noticiero-14-06-2022_712760.0-716140.0,3 s,azz
5216,azz_noticiero-14-06-2022_83120.0-86740.0,3 s,azz
5217,azz_noticiero-14-06-2022_86740.0-87810.0,1 s,azz
5218,azz_noticiero-14-06-2022_87810.0-89670.0,1 s,azz
5219,azz_noticiero-14-06-2022_89670.0-90990.0,1 s,azz
5220,azz_noticiero-14-06-2022_90990.0-92400.0,1 s,azz
5221,azz_noticiero-14-06-2022_92400.0-94020.0,1 s,azz
5222,azz_noticiero-14-06-2022_933150.0-936430.0,3 s,azz
5223,azz_noticiero-14-06-2022_936430.0-937900.0,1 s,azz
5224,azz_noticiero-14-06-2022_937900.0-939580.0,1 s,azz
5225,azz_noticiero-14-06-2022_939580.0-942250.0,2 s,azz
5226,azz_noticiero-14-06-2022_94020.0-95650.0,1 s,azz
5227,azz_noticiero-14-06-2022_942250.0-944740.0,2 s,azz
5228,azz_noticiero-14-06-2022_944740.0-945900.0,1 s,azz
5229,azz_noticiero-14-06-2022_945900.0-948370.0,2 s,azz
5230,azz_noticiero-14-06-2022_948370.0-949620.0,1 s,azz
5231,azz_noticiero-14-06-2022_949620.0-952270.0,2 s,azz
5232,azz_noticiero-14-06-2022_954790.0-956500.0,1 s,azz
5233,azz_noticiero-14-06-2022_956500.0-959110.0,2 s,azz
5234,azz_noticiero-14-06-2022_961700.0-963170.0,1 s,azz
5235,azz_noticiero-14-06-2022_963170.0-965230.0,2 s,azz
5236,azz_noticiero-14-06-2022_969490.0-971030.0,1 s,azz
5237,azz_noticiero-14-06-2022_971580.0-974300.0,2 s,azz
5238,azz_noticiero-14-06-2022_974300.0-976020.0,1 s,azz
5239,azz_noticiero-14-06-2022_976020.0-977160.0,1 s,azz
5240,azz_noticiero-14-06-2022_977160.0-978800.0,1 s,azz
5241,azz_noticiero-14-06-2022_978800.0-980140.0,1 s,azz
5242,azz_noticiero-14-06-2022_980140.0-981270.0,1 s,azz
5243,azz_noticiero-14-06-2022_981790.0-982970.0,1 s,azz
5244,azz_noticiero-14-06-2022_982970.0-985120.0,2 s,azz
5245,azz_noticiero-14-06-2022_98440.0-100580.0,2 s,azz
5246,azz_noticiero-14-06-2022_985120.0-987460.0,2 s,azz
5247,azz_noticiero-14-06-2022_987460.0-989700.0,2 s,azz
5248,azz_noticiero-14-06-2022_989700.0-991570.0,1 s,azz
5249,azz_noticiero-14-06-2022_991570.0-992570.0,1 s,azz
5250,azz_noticiero-14-06-2022_992570.0-993590.0,1 s,azz
5251,azz_noticiero-14-06-2022_993590.0-995410.0,1 s,azz
5252,azz_noticiero-14-06-2022_995410.0-996130.0,0 s,azz
5253,azz_noticiero-14-06-2022_996720.0-998960.0,2 s,azz
5254,azz_noticiero-14-06-2022_998960.0-1002090.0,3 s,azz
5255,azz_noticiero-15-06-2022_1000820.0-1003360.0,2 s,azz
5256,azz_noticiero-15-06-2022_1003360.0-1005170.0,1 s,azz
5257,azz_noticiero-15-06-2022_1005170.0-1006270.0,1 s,azz
5258,azz_noticiero-15-06-2022_1006270.0-1008400.0,2 s,azz
5259,azz_noticiero-15-06-2022_1008400.0-1010610.0,2 s,azz
5260,azz_noticiero-15-06-2022_1010610.0-1011810.0,1 s,azz
5261,azz_noticiero-15-06-2022_1012320.0-1014930.0,2 s,azz
5262,azz_noticiero-15-06-2022_1014930.0-1016040.0,1 s,azz
5263,azz_noticiero-15-06-2022_1016040.0-1016700.0,0 s,azz
5264,azz_noticiero-15-06-2022_1017210.0-1019290.0,2 s,azz
5265,azz_noticiero-15-06-2022_1019900.0-1022490.0,2 s,azz
5266,azz_noticiero-15-06-2022_1022490.0-1023190.0,0 s,azz
5267,azz_noticiero-15-06-2022_1023750.0-1025579.0,1 s,azz
5268,azz_noticiero-15-06-2022_1025579.0-1026199.0000000001,0 s,azz
5269,azz_noticiero-15-06-2022_1026199.0000000001-1027380.0000000001,1 s,azz
5270,azz_noticiero-15-06-2022_1027380.0000000001-1029160.0000000001,1 s,azz
5271,azz_noticiero-15-06-2022_1029160.0000000001-1031709.0000000001,2 s,azz
5272,azz_noticiero-15-06-2022_1031709.0000000001-1036680.0000000001,4 s,azz
5273,azz_noticiero-15-06-2022_1036680.0000000001-1037770.0,1 s,azz
5274,azz_noticiero-15-06-2022_1037770.0-1041130.0000000001,3 s,azz
5275,azz_noticiero-15-06-2022_1041130.0000000001-1042380.0000000001,1 s,azz
5276,azz_noticiero-15-06-2022_1042380.0000000001-1043410.0000000001,1 s,azz
5277,azz_noticiero-15-06-2022_1043410.0000000001-1046130.0000000001,2 s,azz
5278,azz_noticiero-15-06-2022_1046130.0000000001-1047220.0,1 s,azz
5279,azz_noticiero-15-06-2022_1047220.0-1048130.0000000001,0 s,azz
5280,azz_noticiero-15-06-2022_112790.0-114090.0,1 s,azz
5281,azz_noticiero-15-06-2022_114090.0-115800.0,1 s,azz
5282,azz_noticiero-15-06-2022_116450.0-118240.0,1 s,azz
5283,azz_noticiero-15-06-2022_118240.0-120000.0,1 s,azz
5284,azz_noticiero-15-06-2022_120580.0-121940.0,1 s,azz
5285,azz_noticiero-15-06-2022_121940.0-123060.0,1 s,azz
5286,azz_noticiero-15-06-2022_123060.0-123610.0,0 s,azz
5287,azz_noticiero-15-06-2022_123610.0-124760.0,1 s,azz
5288,azz_noticiero-15-06-2022_124760.0-125990.0,1 s,azz
5289,azz_noticiero-15-06-2022_1258490.0-1260310.0,1 s,azz
5290,azz_noticiero-15-06-2022_125990.0-126560.0,0 s,azz
5291,azz_noticiero-15-06-2022_1260310.0-1262170.0,1 s,azz
5292,azz_noticiero-15-06-2022_1262170.0-1263630.0,1 s,azz
5293,azz_noticiero-15-06-2022_1263630.0-1265110.0,1 s,azz
5294,azz_noticiero-15-06-2022_1265110.0-1266010.0,0 s,azz
5295,azz_noticiero-15-06-2022_126560.0-127170.0,0 s,azz
5296,azz_noticiero-15-06-2022_1266010.0-1266790.0,0 s,azz
5297,azz_noticiero-15-06-2022_1267330.0-1269490.0,2 s,azz
5298,azz_noticiero-15-06-2022_1269490.0-1270080.0,0 s,azz
5299,azz_noticiero-15-06-2022_1270600.0-1271680.0,1 s,azz
5300,azz_noticiero-15-06-2022_1271680.0-1274030.0,2 s,azz
5301,azz_noticiero-15-06-2022_1274030.0-1275100.0,1 s,azz
5302,azz_noticiero-15-06-2022_1275100.0-1277560.0,2 s,azz
5303,azz_noticiero-15-06-2022_1277560.0-1278110.0,0 s,azz
5304,azz_noticiero-15-06-2022_1278110.0-1279530.0,1 s,azz
5305,azz_noticiero-15-06-2022_127920.0-131110.0,3 s,azz
5306,azz_noticiero-15-06-2022_1279530.0-1280130.0,0 s,azz
5307,azz_noticiero-15-06-2022_1280130.0-1280980.0,0 s,azz
5308,azz_noticiero-15-06-2022_1280980.0-1283340.0,2 s,azz
5309,azz_noticiero-15-06-2022_1283340.0-1284760.0,1 s,azz
5310,azz_noticiero-15-06-2022_1284760.0-1285670.0,0 s,azz
5311,azz_noticiero-15-06-2022_1285670.0-1288000.0,2 s,azz
5312,azz_noticiero-15-06-2022_1288760.0-1291200.0,2 s,azz
5313,azz_noticiero-15-06-2022_1291200.0-1293530.0,2 s,azz
5314,azz_noticiero-15-06-2022_1296480.0-1297560.0,1 s,azz
5315,azz_noticiero-15-06-2022_1297560.0-1299230.0,1 s,azz
5316,azz_noticiero-15-06-2022_1299230.0-1300200.0,0 s,azz
5317,azz_noticiero-15-06-2022_1300710.0-1301980.0,1 s,azz
5318,azz_noticiero-15-06-2022_1301980.0-1303250.0,1 s,azz
5319,azz_noticiero-15-06-2022_1303250.0-1304920.0,1 s,azz
5320,azz_noticiero-15-06-2022_1306180.0-1307510.0,1 s,azz
5321,azz_noticiero-15-06-2022_1308090.0-1310350.0,2 s,azz
5322,azz_noticiero-15-06-2022_1310350.0-1311980.0,1 s,azz
5323,azz_noticiero-15-06-2022_131110.0-132340.0,1 s,azz
5324,azz_noticiero-15-06-2022_1311980.0-1313080.0,1 s,azz
5325,azz_noticiero-15-06-2022_1313080.0-1313600.0,0 s,azz
5326,azz_noticiero-15-06-2022_1314160.0-1315450.0,1 s,azz
5327,azz_noticiero-15-06-2022_1315450.0-1316800.0,1 s,azz
5328,azz_noticiero-15-06-2022_1316800.0-1318140.0,1 s,azz
5329,azz_noticiero-15-06-2022_1318140.0-1320660.0,2 s,azz
5330,azz_noticiero-15-06-2022_1320660.0-1322100.0,1 s,azz
5331,azz_noticiero-15-06-2022_1322100.0-1323230.0,1 s,azz
5332,azz_noticiero-15-06-2022_1323230.0-1324450.0,1 s,azz
5333,azz_noticiero-15-06-2022_132340.0-132950.0,0 s,azz
5334,azz_noticiero-15-06-2022_1324450.0-1326290.0,1 s,azz
5335,azz_noticiero-15-06-2022_1326290.0-1327390.0,1 s,azz
5336,azz_noticiero-15-06-2022_1327390.0-1328920.0,1 s,azz
5337,azz_noticiero-15-06-2022_1330180.0-1332590.0,2 s,azz
5338,azz_noticiero-15-06-2022_1332590.0-1334060.0,1 s,azz
5339,azz_noticiero-15-06-2022_1334710.0-1336780.0,2 s,azz
5340,azz_noticiero-15-06-2022_133490.0-137190.0,3 s,azz
5341,azz_noticiero-15-06-2022_1336780.0-1337850.0,1 s,azz
5342,azz_noticiero-15-06-2022_1337850.0-1339660.0,1 s,azz
5343,azz_noticiero-15-06-2022_1339660.0-1340750.0,1 s,azz
5344,azz_noticiero-15-06-2022_1340750.0-1342540.0,1 s,azz
5345,azz_noticiero-15-06-2022_1342540.0-1344060.0,1 s,azz
5346,azz_noticiero-15-06-2022_1344060.0-1345840.0,1 s,azz
5347,azz_noticiero-15-06-2022_1345840.0-1347260.0,1 s,azz
5348,azz_noticiero-15-06-2022_1347260.0-1348650.0,1 s,azz
5349,azz_noticiero-15-06-2022_1348650.0-1351000.0,2 s,azz
5350,azz_noticiero-15-06-2022_1351000.0-1353760.0,2 s,azz
5351,azz_noticiero-15-06-2022_1353760.0-1354790.0,1 s,azz
5352,azz_noticiero-15-06-2022_1355310.0-1356540.0,1 s,azz
5353,azz_noticiero-15-06-2022_1357070.0-1358560.0,1 s,azz
5354,azz_noticiero-15-06-2022_1360350.0-1361750.0,1 s,azz
5355,azz_noticiero-15-06-2022_1361750.0-1363150.0,1 s,azz
5356,azz_noticiero-15-06-2022_137190.0-137970.0,0 s,azz
5357,azz_noticiero-15-06-2022_1376640.0-1378160.0,1 s,azz
5358,azz_noticiero-15-06-2022_1378160.0-1379900.0,1 s,azz
5359,azz_noticiero-15-06-2022_1379900.0-1382160.0,2 s,azz
5360,azz_noticiero-15-06-2022_1382160.0-1383480.0,1 s,azz
5361,azz_noticiero-15-06-2022_1383480.0-1384910.0,1 s,azz
5362,azz_noticiero-15-06-2022_1384910.0-1387460.0,2 s,azz
5363,azz_noticiero-15-06-2022_138730.0-140580.0,1 s,azz
5364,azz_noticiero-15-06-2022_1389380.0-1391160.0,1 s,azz
5365,azz_noticiero-15-06-2022_1391160.0-1393260.0,2 s,azz
5366,azz_noticiero-15-06-2022_1393260.0-1393860.0,0 s,azz
5367,azz_noticiero-15-06-2022_1393860.0-1394640.0,0 s,azz
5368,azz_noticiero-15-06-2022_1394640.0-1395380.0,0 s,azz
5369,azz_noticiero-15-06-2022_1395380.0-1396740.0,1 s,azz
5370,azz_noticiero-15-06-2022_1396740.0-1398590.0,1 s,azz
5371,azz_noticiero-15-06-2022_1398590.0-1400560.0,1 s,azz
5372,azz_noticiero-15-06-2022_1400560.0-1402700.0,2 s,azz
5373,azz_noticiero-15-06-2022_1402700.0-1404620.0,1 s,azz
5374,azz_noticiero-15-06-2022_1404620.0-1405880.0,1 s,azz
5375,azz_noticiero-15-06-2022_1406540.0-1408630.0,2 s,azz
5376,azz_noticiero-15-06-2022_1408630.0-1410550.0,1 s,azz
5377,azz_noticiero-15-06-2022_1410550.0-1412580.0,2 s,azz
5378,azz_noticiero-15-06-2022_141150.0-142720.0,1 s,azz
5379,azz_noticiero-15-06-2022_1412580.0-1414090.0,1 s,azz
5380,azz_noticiero-15-06-2022_1414090.0-1416190.0,2 s,azz
5381,azz_noticiero-15-06-2022_1416190.0-1417470.0,1 s,azz
5382,azz_noticiero-15-06-2022_1417470.0-1418470.0,1 s,azz
5383,azz_noticiero-15-06-2022_142720.0-143740.0,1 s,azz
5384,azz_noticiero-15-06-2022_143740.0-145000.0,1 s,azz
5385,azz_noticiero-15-06-2022_145000.0-145520.0,0 s,azz
5386,azz_noticiero-15-06-2022_146140.0-147750.0,1 s,azz
5387,azz_noticiero-15-06-2022_147750.0-149460.0,1 s,azz
5388,azz_noticiero-15-06-2022_149460.0-150860.0,1 s,azz
5389,azz_noticiero-15-06-2022_150860.0-151620.0,0 s,azz
5390,azz_noticiero-15-06-2022_152130.0-153000.0,0 s,azz
5391,azz_noticiero-15-06-2022_153000.0-153610.0,0 s,azz
5392,azz_noticiero-15-06-2022_157560.0-158980.0,1 s,azz
5393,azz_noticiero-15-06-2022_158980.0-160670.0,1 s,azz
5394,azz_noticiero-15-06-2022_160670.0-162020.0,1 s,azz
5395,azz_noticiero-15-06-2022_163760.0-165340.0,1 s,azz
5396,azz_noticiero-15-06-2022_165340.0-166420.0,1 s,azz
5397,azz_noticiero-15-06-2022_166420.0-167860.0,1 s,azz
5398,azz_noticiero-15-06-2022_168370.0-170740.0,2 s,azz
5399,azz_noticiero-15-06-2022_1697970.0-1699890.0,1 s,azz
5400,azz_noticiero-15-06-2022_1699890.0-1700910.0,1 s,azz
5401,azz_noticiero-15-06-2022_1700910.0-1703250.0,2 s,azz
5402,azz_noticiero-15-06-2022_1703250.0-1705220.0,1 s,azz
5403,azz_noticiero-15-06-2022_1705220.0-1705840.0,0 s,azz
5404,azz_noticiero-15-06-2022_1705840.0-1707250.0,1 s,azz
5405,azz_noticiero-15-06-2022_1707250.0-1708790.0,1 s,azz
5406,azz_noticiero-15-06-2022_170740.0-171850.0,1 s,azz
5407,azz_noticiero-15-06-2022_1709380.0-1711440.0,2 s,azz
5408,azz_noticiero-15-06-2022_1711440.0-1712880.0,1 s,azz
5409,azz_noticiero-15-06-2022_1712880.0-1714830.0,1 s,azz
5410,azz_noticiero-15-06-2022_1714830.0-1716380.0,1 s,azz
5411,azz_noticiero-15-06-2022_1716380.0-1717390.0,1 s,azz
5412,azz_noticiero-15-06-2022_1717390.0-1718760.0,1 s,azz
5413,azz_noticiero-15-06-2022_171850.0-173940.0,2 s,azz
5414,azz_noticiero-15-06-2022_1718760.0-1720740.0,1 s,azz
5415,azz_noticiero-15-06-2022_1720740.0-1721840.0,1 s,azz
5416,azz_noticiero-15-06-2022_1721840.0-1724970.0,3 s,azz
5417,azz_noticiero-15-06-2022_1724970.0-1725980.0,1 s,azz
5418,azz_noticiero-15-06-2022_1725980.0-1727770.0,1 s,azz
5419,azz_noticiero-15-06-2022_1727770.0-1728960.0,1 s,azz
5420,azz_noticiero-15-06-2022_1728960.0-1730330.0,1 s,azz
5421,azz_noticiero-15-06-2022_1730330.0-1731390.0,1 s,azz
5422,azz_noticiero-15-06-2022_1731390.0-1733960.0,2 s,azz
5423,azz_noticiero-15-06-2022_1733960.0-1737080.0,3 s,azz
5424,azz_noticiero-15-06-2022_1737080.0-1738130.0,1 s,azz
5425,azz_noticiero-15-06-2022_1738130.0-1738930.0,0 s,azz
5426,azz_noticiero-15-06-2022_1738930.0-1739610.0,0 s,azz
5427,azz_noticiero-15-06-2022_173940.0-175680.0,1 s,azz
5428,azz_noticiero-15-06-2022_1740150.0-1741890.0,1 s,azz
5429,azz_noticiero-15-06-2022_1741890.0-1743220.0,1 s,azz
5430,azz_noticiero-15-06-2022_1743220.0-1743840.0,0 s,azz
5431,azz_noticiero-15-06-2022_1743840.0-1745300.0,1 s,azz
5432,azz_noticiero-15-06-2022_1745300.0-1745900.0,0 s,azz
5433,azz_noticiero-15-06-2022_1745900.0-1746970.0,1 s,azz
5434,azz_noticiero-15-06-2022_1746970.0-1748040.0,1 s,azz
5435,azz_noticiero-15-06-2022_1748040.0-1748630.0,0 s,azz
5436,azz_noticiero-15-06-2022_1748630.0-1750090.0,1 s,azz
5437,azz_noticiero-15-06-2022_1750090.0-1752640.0,2 s,azz
5438,azz_noticiero-15-06-2022_1752640.0-1753770.0,1 s,azz
5439,azz_noticiero-15-06-2022_1753770.0-1754690.0,0 s,azz
5440,azz_noticiero-15-06-2022_1754690.0-1755440.0,0 s,azz
5441,azz_noticiero-15-06-2022_1755440.0-1755960.0,0 s,azz
5442,azz_noticiero-15-06-2022_1755960.0-1757260.0,1 s,azz
5443,azz_noticiero-15-06-2022_175680.0-177790.0,2 s,azz
5444,azz_noticiero-15-06-2022_1757830.0-1759910.0,2 s,azz
5445,azz_noticiero-15-06-2022_1759910.0-1761410.0,1 s,azz
5446,azz_noticiero-15-06-2022_1761410.0-1762060.0,0 s,azz
